unique_id,filename,drive_path,drive_url,estimated_date,date_confidence,era,family_grouping,people_visible,event,theme,technical_score,emotional_score,story_score,uniqueness_score,hero_score,candidate_status,notes
P092,808239309.753933.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1QvHaU9wiicxHweLuMfu3WDXUVB1VTTTx/view?usp=drivesdk,2009-2012,LOW,2010-2013 EARLY FAMILY,Couple,The father with snow on his shaved head and the mother in a fur-trimmed hood,"The two of them outdoors in falling snow at night, cheek to cheek, string lights behind",Young love; Growing together; Holidays,5,9,8,8,9,HERO_COUPLE,"COUPLE ALONE in a snowstorm, both laughing with snow visibly on his head - the most joyful frame on sheet 5. Flash-lit snowflakes cause hot spots but add to it."
P094,808239698.118389.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1f1sT85YNlPP3uVCmZqBWu2ioFZVx16oT/view?usp=drivesdk,2009-2012,MEDIUM,2010-2013 EARLY FAMILY,Wedding party,"The father in a grey suit, the mother in a black satin bridesmaid dress with a bouquet, a second bridesmaid in the same dress, and another man in a grey suit and gold tie","Someone else's wedding - the mother is a bridesmaid, holding a matching white bouquet in a matching dress, posed outdoors with another couple",Marriage; Friendship; Milestones,7,7,7,6,7,STRONG_CANDIDATE,"She is a bridesmaid at another couple's wedding, with him as her date - a good 'in the wedding years' beat. Well exposed daylight and everybody sharp."
P097,808239616.215540.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1BoDOPluYs_IHadXNlbdgz0KKu_jdGLcn/view?usp=drivesdk,2010-2013,MEDIUM,2010-2013 EARLY FAMILY,Couple,"The mother in a black slip dress and the father in a white striped shirt, shaved head","Posed together on a restaurant patio or courtyard in the evening, drink in his hand",Young love; Growing together; The life we built,7,8,7,6,8,HERO_COUPLE,"COUPLE ALONE, both looking straight at the camera and genuinely happy - the cleanest, best-exposed couple portrait in the whole batch."
P099,808239656.282073.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1Shih7poQH_TqSOFizvpDRJrpubJ8iFsX/view?usp=drivesdk,2010-2013,LOW,2010-2013 EARLY FAMILY,Couple,"The mother and the father in sunglasses, at the edge of a resort pool","Leaning on the pool edge together in the late afternoon, towels spread on the deck",Vacations; Young love; Growing together,6,7,6,6,7,STRONG_CANDIDATE,"COUPLE ALONE at the pool on the same holiday as S102 (stamps 28 and 29 on consecutive days). Nicely lit late-afternoon colour, no year in the stamp."
P100,808239629.718935.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1_H6iMP2FaOIuDjoS-JVt6GivkxpYLtzb/view?usp=drivesdk,2010-2013,MEDIUM,2010-2013 EARLY FAMILY,Couple,"The father in sunglasses and the mother, both in the sea","The two of them swimming together in clear turquoise ocean, heads and shoulders above water",Vacations; Young love; Adventure,7,9,7,7,9,HERO_COUPLE,"COUPLE ALONE in the ocean, both laughing - gorgeous water colour and one of the most joyful, filmic frames here. Strong hero candidate."
P101,808239153.825111.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1g0f-SuUpgOgmEnNgsi0krH5yspgB3GCC/view?usp=drivesdk,2010-2013,MEDIUM,2010-2013 EARLY FAMILY,Couple,The mother in a grey tank and the father with a shaved head and aviator sunglasses,Arm's-length self-portrait in a resort courtyard with tiled roofs and palms behind,Vacations; Growing together; Young love,6,8,7,7,8,HERO_COUPLE,"COUPLE ALONE, both genuinely laughing into the lens - the most spontaneous couple frame on sheet 4. Good light, slightly soft."
P103,808239670.703753.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1nTphHmbelSpFESRQYSBFDVsv96Wo_hTW/view?usp=drivesdk,2010-2013,LOW,2010-2013 EARLY FAMILY,Individual parent,"The father alone, crouched and working, shirtless in the sun","Sanding or refinishing cabinets and drawer boxes outdoors in a driveway, a visible cloud of dust, a bicycle leaning behind him",Home; The life we built; Everyday life,4,6,8,8,7,STRONG_CANDIDATE,"Almost certainly a first-home renovation - the dust cloud caught mid-air makes it visually striking. Badly framed with him small and off-centre, but the story value is high."
P106,808239766.828527.jpg,15 YEARS OF US/02 - OLD PHOTOS 2003-2013,https://drive.google.com/file/d/1Z6HAWPm_mwKkiXF2YxiQGCxZNKmW1KOl/view?usp=drivesdk,2011-2013,MEDIUM,2010-2013 EARLY FAMILY,Couple,"The mother in a black one-piece swimsuit and the father in a straw fedora, sunglasses and blue board shorts",Standing together in shallow turquoise water with the Atlantis Paradise Island Royal Towers directly behind them - the Bahamas,Vacations; Marriage; Adventure; The life we built,8,9,9,8,9,HERO_COUPLE,"COUPLE ALONE at Atlantis in the Bahamas, with the resort clearly identifiable - very likely the honeymoon, though nothing in the frame proves it outright. Sharp, bright and the best-looking print of the later era."
P107,IMG_0011.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1rQpp_sduUhg3Dy1MSrQTNExYRRfY6Ckj/view?usp=drivesdk,2013-11-01,HIGH,2013-2016 FAMILY GROWING,Family of three,"father, mother, newborn",Hospital - birth of first daughter,Becoming parents; Milestones; Parenthood,6,10,10,10,9,STRONG_CANDIDATE,"Hospital room, newborn in arms, both parents beaming. Irreplaceable - the exact hinge from couple to family. Chapter 4 opener."
P109,IMG_1542.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1KgqbSUbWfoQ7NkxbCCKQjRJpJGqSJKVH/view?usp=drivesdk,2014-2019,LOW,UNKNOWN,Couple,"father in a team jersey and sunglasses and mother in a knit beanie, cheek to cheek in a selfie in a stadium","the two of them at a cold-weather football game - COUPLE ALONE, no children in frame",Young love; Adventure; Growing together; Sports,6,8,7,9,8,HERO_COUPLE,"COUPLE ALONE - one of the scarce frames of just the two of them, grinning in the cold at a game. Phone-selfie quality but genuine, unposed warmth."
P110,IMG_0749.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1vNjWxRruqq6RJgRlzlJy0iIOwqFlv8py/view?usp=drivesdk,2014,MEDIUM,2013-2016 FAMILY GROWING,Extended family,"Father in a white shirt and sunglasses bending over the baby in a high chair, mother laughing at right, a toddler daughter and a young boy in the background","First birthday party outdoors, the baby eating a cupcake in a high chair hung with a burlap 'ONE' banner",Milestones; Parenthood; Family growth; Holidays,6,8,8,7,7,STRONG_CANDIDATE,"The 'ONE' banner across the high chair pins it exactly: a first birthday, cupcake already in the baby's fist, both parents leaning in and the mother mid-laugh. Other party guests crowd the edges."
P112,IMG_1109.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1SZV_sj9wVQGJoK2pc--owwjyT_hSwcWe/view?usp=drivesdk,2015-01-11,HIGH,2013-2016 FAMILY GROWING,Family of three,"father, mother, toddler daughter","At home, couch",Everyday life; Fatherhood; Humor,6,8,8,8,7,STRONG_CANDIDATE,"Toddler face fills frame, dad grinning underneath, mom leaning in. Unposed and alive - exactly the everyday register the film needs."
P115,IMG_0053(1).JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1AOR2eR_QYko18FUW0D_cFFkQcsQRw5F5/view?usp=drivesdk,2015-07-30,HIGH,2013-2016 FAMILY GROWING,Family of three,"father, mother, toddler daughter","Outdoors, overcast",Family of three; Everyday life,7,9,8,7,8,STRONG_CANDIDATE,"Tight three-head crop, all genuinely laughing. One of the warmest family-of-three frames in the archive."
P119,IMG_2086.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1vaM9Oieu38rRaIAa--U5gjQ3ISNJoZ1u/view?usp=drivesdk,2016-2020,LOW,UNKNOWN,Mother + daughters,visibly pregnant mother in a swimsuit sitting on a boat bench with a small child in a life jacket beside her,"on a pontoon boat on a lake during pregnancy, a toddler in a life vest tucked against her",Becoming parents; Family growth; Motherhood; Vacations,4,8,9,9,7,STRONG_CANDIDATE,"A rare pregnancy frame - bare bump, life jacket, lake water behind - documenting a family about to grow again. Soft, slightly blown-out phone capture, but almost nothing else in the archive shows a pregnancy."
P120,IMG_1884.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/186efZHr3lPxbMLhQxOYe4Jco7-Lo_IWF/view?usp=drivesdk,2016-08-06,HIGH,2016-2020 FAMILY OF FIVE,Family of three,"father, mother, young daughter",Formal event at home before going out,Humor; Chaos; Everyday life,5,7,9,9,6,STRONG_CANDIDATE,"Parents dressed formally, small daughter photobombing at knee height. Funny and true - a strong Chapter 5 candidate."
P123,IMG_0030.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1NQRXRszyZFKS9vApvFZqXCD19HDn-F4R/view?usp=drivesdk,2016-11-01,HIGH,2016-2020 FAMILY OF FIVE,Family (parents + newborn),"father, mother, newborn",Hospital - birth of second daughter,Becoming parents; Family growth; Milestones,6,10,10,10,9,STRONG_CANDIDATE,"Second birth. Pairs directly with D001 - same framing, three years on."
P124,IMG_0053(2).JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1T_vXlGPoXj47WlD3CRvTvUbtze9JBwm8/view?usp=drivesdk,2016-11-01,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"father, mother, older daughter, newborn",Hospital - first moments as four,Family growth; Sisterhood; Milestones,7,10,10,10,10,HERO,"Black and white, hospital bed, all four together for the first time. Emotionally the strongest frame so far - the literal one-became-four beat."
P125,IMG_0008.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1-AEXFW3Jdf0neiAs_2Oq5af2mMEkHRJb/view?usp=drivesdk,2016-11-11,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"mother, older daughter, newborn, father",Older sister meeting the baby,Sisterhood; Becoming a big sister,5,9,9,9,7,STRONG_CANDIDATE,"Shot from behind the older girl - unposed, quiet. Imperfect framing but a real moment."
P126,IMG_0009.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1GccCm4zCgyCm8Qy7PcpGANULKVs_vGKo/view?usp=drivesdk,2016-11-14,HIGH,2016-2020 FAMILY OF FIVE,Father + daughters,"father, older daughter, newborn",At home on the couch,Fatherhood; Sisterhood; Everyday life; Humor,5,8,9,9,7,STRONG_CANDIDATE,Dad holds the newborn while the big sister holds her doll in the same pose. Accidental and lovely.
P128,IMG_0887.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1XXP2mDUzHq9BSMNQI1ndKcap59KKSkiP/view?usp=drivesdk,2017-2021,LOW,UNKNOWN,Couple,"Father and mother alone, cheek to cheek, a stranger walking behind them","Selfie together outdoors on a wooded path, the mother carrying a backpack",Growing together; Growing older; The life we built,7,7,6,6,7,STRONG_CANDIDATE,"The only frame in this batch of the two of them without any of the children. Relaxed, close and clearly taken on a day out on their own."
P129,IMG_0114.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1YHXxWcAR8epWak2Am_yIYLV8Bw2sF0I6/view?usp=drivesdk,2017-07-09,HIGH,2016-2020 FAMILY OF FIVE,Couple,"father, mother",Outdoor event/festival,Couple; The life we built,8,8,8,8,9,HERO_COUPLE,"Sunglasses, cheek to cheek, crowd behind. Rare post-kids photo of just the two of them looking like themselves. Prime closing-sequence material."
P131,IMG_0131.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/19gIGtd8nSJf_723ldu-pA0dTNDSgechm/view?usp=drivesdk,2017-08-27,HIGH,2016-2020 FAMILY OF FIVE,Father + daughter,"father, daughter",Backyard,Fatherhood; Humor; Everyday life,6,8,8,9,7,STRONG_CANDIDATE,"Dad sprawled in a lawn chair, daughter in a tiny chair copying his exact pose. Genuinely funny - Chapter 5."
P137,IMG_0254.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/11II0SpG2qCyzTnUf9VXfdwQdHRM-4pfH/view?usp=drivesdk,2017-10-28,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"Mother and father crouched behind their two daughters; the baby sits in a high chair draped in pink tulle, the older girl in a pink jacket leans in","Backyard first-birthday party for the younger daughter, high chair decorated with tulle and a crown banner",Family of four; Parenthood; Milestones; Family growth,5,7,8,6,6,STRONG_CANDIDATE,"The decorated high chair and the date (a week before the younger daughter's November birthday) make this read as her first-birthday party. Harsh backlight and a tilted angle, but all four are together and engaged."
P142,IMG_0525.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1rI4XT5nlbhzMJJ-FCZNkHWUf3c9-hrX9/view?usp=drivesdk,2018-02-10,HIGH,2016-2020 FAMILY OF FIVE,Other,"Mother and father with their heads close together, the toddler daughter held between them looking straight at the camera","UNKNOWN - a close indoor moment with the toddler, bright window behind",Parenthood; Motherhood; Fatherhood; Growing together,6,8,6,6,7,STRONG_CANDIDATE,"Both parents' faces are turned toward the child rather than the lens, which gives it genuine warmth. Only one of the two daughters appears."
P145,IMG_0765.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ooD1fx2szJwIaOA_OqwgQsUw39o6--VZ/view?usp=drivesdk,2018-05-26,HIGH,2016-2020 FAMILY OF FIVE,Father + daughters,"Father lying back in shallow pool water lifting the toddler daughter overhead; two other figures, one appearing to be the older daughter, are in the water behind them",Play in a shallow pool - the father launching the toddler into the air,Fatherhood; Vacations; Adventure; Humor,6,8,6,8,7,STRONG_CANDIDATE,Unusual overhead-into-water composition; the child is mid-air with legs kicking. The background figures are too small to identify with certainty.
P151,IMG_1562.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ijrZ-j9U5E6eq54hnjxPzCZloCkhYnfd/view?usp=drivesdk,2018-2019,LOW,2016-2020 FAMILY OF FIVE,Father + daughters,"father in a beanie and a young girl in a red crocheted hat, both sticking their tongues out in a selfie","father-daughter clowning selfie, outdoors in winter clothing",Fatherhood; Humor; Everyday life,5,8,7,7,7,STRONG_CANDIDATE,Both of them pulling the same face at arm's length - the relationship is the whole photo. Awkward selfie crop and blown-out background.
P153,IMG_1214.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1meFchLlQWteUVmI4NFfQ_CHQiKsHX0sa/view?usp=drivesdk,2018,MEDIUM,2016-2020 FAMILY OF FIVE,Family of three,"Mother in a grey knit beanie, a toddler in a pink bear-ear hat between them, and father in a hooded sweatshirt and cap taking the selfie","Autumn walk outdoors, parents grinning over their shoulders with the bundled toddler between them",Parenthood; Everyday life; Growing together,6,8,6,6,7,STRONG_CANDIDATE,Both parents caught mid-laugh with the toddler deadpan between them and full autumn colour behind. Only the youngest child in frame; the others are not in the picture.
P154,IMG_1428.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1mjW6ayt5QA_drkSQsoNMpCZPB_3d3vsi/view?usp=drivesdk,2018,MEDIUM,2016-2020 FAMILY OF FIVE,Extended family,"father with a girl on his shoulders, a woman in an elf costume, a man dressed as Santa, and a woman holding a small child",an in-home Santa visit - Santa and an elf posing with the family by the fireplace and tree,Holidays; Parenthood; Home; Humor,5,7,8,8,6,STRONG_CANDIDATE,"A hired Santa and elf standing in the living room with the family - an unusual, very datable holiday ritual. Busy, dim room and a bit of a lineup composition."
P156,IMG_1389.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1qvnwAY4B-cEPuZMUH2Sm7oG_yonk9siB/view?usp=drivesdk,2018,MEDIUM,2016-2020 FAMILY OF FIVE,Family of four,"mother holding a toddler girl, father holding an older girl, in front of a decorated Christmas tree","Christmas portrait in front of the tree, parents each holding a daughter",Holidays; Parenthood; Family growth; Home,6,7,7,5,7,STRONG_CANDIDATE,"Classic tree-side four-person portrait, father in a red sweater, both girls carried. Slightly warm indoor light but everyone is looking at the camera and smiling."
P158,IMG_1468.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1xmxwOzJ8F3v7kJXhkACKHTtiaQS0Oq_w/view?usp=drivesdk,2018-2020,LOW,2016-2020 FAMILY OF FIVE,Individual daughter,"one girl, about 3, sitting cross-legged on the carpet surrounded by scattered board games and papers",a child has emptied every board game box across the family room floor,Chaos; Home; Everyday life; Humor,4,6,8,7,5,STRONG_CANDIDATE,"The wreckage of a dozen game boxes with one small culprit sitting calmly in the middle of it. Wide, plain snapshot but the story is complete in one glance."
P168,IMG_1236.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1CDJJ6E5hGlvRLlSlA8c7xXvCzFhxy9it/view?usp=drivesdk,2019,MEDIUM,2016-2020 FAMILY OF FIVE,Family of four,"Mother, father in a flat cap, and two young daughters in matching pyjamas at a party table; a shop worker in a red apron and other guests behind","Birthday party at a doughnut shop, one daughter balancing a doughnut on her head while the other reaches for the whipped cream",Holidays; Milestones; Humor; Family of four,5,8,7,7,7,STRONG_CANDIDATE,"A doughnut is balanced on one daughter's head and her mouth is wide open with glee while the other reaches into the cream. Balloon tablecloth, doughnut cake stacks, both parents laughing behind them."
P173,IMG_1705.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1YKy8PDazcEupMOHMHtipSDYbapjZNReR/view?usp=drivesdk,2019-2020,MEDIUM,2016-2020 FAMILY OF FIVE,Couple,"mother in a denim shirt and father in a navy shirt and sunglasses, standing together on a lawn",the two of them posing outdoors on a spring day - COUPLE ALONE,Marriage; Growing together; The life we built,7,7,6,8,7,STRONG_CANDIDATE,"COUPLE ALONE - the parents' own portrait from a family photo day, arms around each other in the spring sun. Cleanly lit and sharp; scarce because they are almost never photographed without the kids."
P180,IMG_1992.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Z9OxThF4OG9P9s63fySj9VOd9-p5Kg5F/view?usp=drivesdk,2019-07-27,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"Father carrying the younger daughter on his hip and mother with her arms around the older daughter, all four pressed together on a beach",Day at a lakefront beach with a lifeguard chair and buildings behind,Family of four; Vacations; Adventure,7,7,6,5,7,STRONG_CANDIDATE,"Best-lit group frame of the batch: all four faces clear, everyone physically connected. Same day as the distant beach shot with the skyline."
P182,IMG_1025.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1ikyxRk3fgWvsSHXRrcWLhmM0pULmiGs8/view?usp=drivesdk,2019-08-10,HIGH,2016-2020 FAMILY OF FIVE,Family of four,"Father in a light blue suit, mother in a navy striped dress, and both daughters in white tulle flower-girl dresses on a green lawn",A wedding at which both daughters served as flower girls,Marriage; Family of four; Milestones; Holidays,8,6,7,6,7,STRONG_CANDIDATE,"Technically the cleanest frame in the batch - even shade, sharp, well composed. Formal and posed, but the flower-girl dresses mark a specific family occasion."
P183,IMG_1034.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1l1alFpNu0fcA5P890meGWQOsvcIvUh7h/view?usp=drivesdk,2019-08-10,HIGH,2016-2020 FAMILY OF FIVE,Sisters,"The two daughters alone in their flower-girl dresses, walking across a lawn carrying petal baskets",The girls walking out as flower girls at a wedding,Sisterhood; Marriage; Milestones,6,7,7,7,7,STRONG_CANDIDATE,"Shot from a distance across open grass, the two of them small and alone in their matching dresses - quiet and cinematic. Slightly soft focus."
P186,IMG_1158.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1QfejWFDgAArU81sZkaiweFcIqDQ99DFl/view?usp=drivesdk,2019-09-05,HIGH,2016-2020 FAMILY OF FIVE,Sisters,"The two daughters standing arm in arm on a wet driveway in first-day outfits, one holding a name card","First day of school, the sisters hugging before leaving",School; Sisterhood; Milestones; Growing older,7,8,9,7,8,HERO,"Black and white on a rain-dark driveway, older sister's arm around the younger one - a clean marker of a school-year transition. Part of a four-photo first-day sequence taken that morning."
P188,IMG_1168.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/18FTBZkSu0776k9H791HnNLwuPEVCIEEV/view?usp=drivesdk,2019-09-05,HIGH,2016-2020 FAMILY OF FIVE,Individual daughter,"The older daughter alone, jumping with arms flung wide, backpack on, beside the 'first day' sign",First day of school - the older daughter leaping in the driveway,School; Milestones; Humor; Growing older,5,7,7,7,6,STRONG_CANDIDATE,"Caught mid-jump with both feet off the pavement, which sells the excitement better than the posed frames from the same morning. Distant framing, motion-soft."
P194,IMG_1300.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1IN8-VZNyO4h-s3Hvz2FlrO0DUGq4gLER/view?usp=drivesdk,2019-10-12,HIGH,2016-2020 FAMILY OF FIVE,Father + daughters,The father in a suit holding a young daughter in a tutu who has slumped her head onto his shoulder; other guests and children are behind them,Late in an event reception under purple uplighting - the child is worn out and being carried,Fatherhood; Marriage; Everyday life,4,8,7,8,7,STRONG_CANDIDATE,"Heavily purple-cast and grainy from the dance-floor lighting, but the child's exhausted face on her father's shoulder is the strongest emotional read on this sheet. Do not discard for the color."
P195,IMG_1294.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1DvXWJhGymvzCkYdhD9uLI-24IdBErlyu/view?usp=drivesdk,2019-10-13,HIGH,2016-2020 FAMILY OF FIVE,Father + daughters,Father asleep on a sectional couch with a daughter asleep sprawled across his chest and legs,Both father and daughter passed out asleep on the living room couch,Fatherhood; Home; Everyday life; Growing together,5,8,7,8,7,STRONG_CANDIDATE,"Unposed and clearly taken by whoever walked in on it - the day after the wedding-reception frames. Ordinary living-room clutter and flat light, which is part of its honesty."
P202,IMG_1766.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/18OqlE92ejqxJlPm2H4nkcHTPyWNpRoS-/view?usp=drivesdk,2020-03-30,HIGH,2020-2023 THE CHAOS YEARS,Extended family,"The two daughters seen from behind with their hands pressed against a glass storm door, an older grey-haired man standing outside on the walkway holding something out toward them","A visit conducted through a closed glass door - the girls at the glass, an older relative kept outside on the path",Family growth; Home; Growing older; The life we built,6,9,9,9,9,HERO,Late March 2020 and a doorway visit with the glass between them - the single most historically specific frame in this batch. The girls' small hands flat on the door do all the work; shot from inside so they are silhouetted.
P208,IMG_1933.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Oknnzk-GBeJfsMHI0-EaK7i9DCWXiqSo/view?usp=drivesdk,2020-05-18,HIGH,2020-2023 THE CHAOS YEARS,Father + daughters,"Father balancing on one leg in the living room following a video on the TV, with both daughters copying the pose behind him","Following an exercise or dance video at home, all three mid-pose in front of the television",Fatherhood; Home; Humor; Everyday life; Chaos,5,7,7,7,6,STRONG_CANDIDATE,"Furniture pushed aside and a screen-led workout in the living room - very much spring 2020 at home. Motion blur on the girls, which suits it."
P210,IMG_1940.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Nsppl-fGPKTgjsOTrswbWytVfqXzQjsc/view?usp=drivesdk,2020-05-24,HIGH,2020-2023 THE CHAOS YEARS,Mother + daughters,"Mother (dark hair) in a selfie on a wooden dock with two young daughters, one in a pink bike helmet, one in a white hoodie",Rest stop on a dock over the water during a bike ride,Motherhood; Adventure; Everyday life,7,7,6,6,6,STRONG_CANDIDATE,"Easy, unforced smiles; the still-buckled pink helmet dates it to the middle of an outing rather than a posed stop. Water and dock planks give it depth."
P212,IMG_1959.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Q7r_gbAuW00Rum7hOHxhVzAPs_huzQQ6/view?usp=drivesdk,2020-05-31,HIGH,2020-2023 THE CHAOS YEARS,Father + daughters,Father walking hand-in-hand with a young daughter toward the water; a second child crouched on the shore behind them,Walking down to the edge of a lake,Fatherhood; Adventure; Everyday life,7,7,6,7,7,STRONG_CANDIDATE,"Backs to the camera, the held hand at the center of the frame, wide empty lake and treeline beyond. Reads as a classic parent-and-child silhouette without being posed."
P215,IMG_2012.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1T3Oai9wHUZwhE4OU_EqB5dHeLMfIClfM/view?usp=drivesdk,2020-06-10,HIGH,2020-2023 THE CHAOS YEARS,Father + daughters,Two daughters leaning over a car seat back with their faces close to the lens; the father grinning between the headrests behind them,"Goofing around in the car, faces crammed into a selfie",Humor; Chaos; Everyday life; Fatherhood,4,8,6,8,6,STRONG_CANDIDATE,"A grey headrest blocks the bottom third and the exposure is flat, but the squeezed-shut eyes and the father's grin behind make it genuinely funny. Keep despite the technical mess."
P218,IMG_0029.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1entiin2I0fE52nhmG_bWW7a6fIT_GPUz/view?usp=drivesdk,2020,HIGH,2020-2023 THE CHAOS YEARS,Family of three,"Father in a 'my favorite people call me dad' shirt and mother in a pink tie-dye top, both in purple face masks, leaning over a newborn strapped into an infant car seat","Discharge day at the hospital, the parents with their newborn daughter buckled into her car seat, ready to go home",Becoming parents; Family growth; Parenthood; Milestones; Family of five,6,9,10,9,9,HERO,"The going-home frame: hospital bed, infant car seat with a bow-wrapped newborn, both parents masked. The masks date it to the pandemic and the shirt is the same one worn in other hospital arrivals."
P221,IMG_0381.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1nTwM6nbrZQZRb9NOgSqeY15OvKHKQpj1/view?usp=drivesdk,2020,HIGH,2020-2023 THE CHAOS YEARS,Mother + daughters,"Mother in Christmas pyjamas on the couch with all three daughters, the baby held on the middle girl's lap","Christmas morning on the living room couch in matching holiday pyjamas, mother and three daughters lined up",Holidays; Motherhood; Sisterhood; Home; Family of five,5,7,8,5,6,STRONG_CANDIDATE,"Mother and all three daughters in holiday pyjamas, the youngest still an infant being propped up by her sister. Dim indoor exposure and a plain couch, but it dates the family's first Christmas as five."
P226,IMG_2183.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1Fk7CN0r6X-aZ3KIrPfuPK1xx5OpDhm-V/view?usp=drivesdk,2020-08-17,HIGH,2020-2023 THE CHAOS YEARS,Mother + daughters,Mother in a blue patterned swimsuit standing in the surf with two young daughters pressed against her legs,Standing in the shallow surf together at the ocean,Motherhood; Vacations; Family growth,7,8,7,6,7,STRONG_CANDIDATE,"The girls cling to her hips with their backs half-turned while she smiles down the lens; low camera angle makes her the anchor of the frame. Physical affection, not a pose."
P228,IMG_2186.JPG,15 YEARS OF US/01- DIGITAL PHOTOS 2013-2026,https://drive.google.com/file/d/1hjwTUrvj5ziQwyi5mIL--DrSAiMJK6bw/view?usp=drivesdk,2020-08-18,HIGH,2020-2023 THE CHAOS YEARS,Family of four,"Mother visibly pregnant in a floral swimsuit, father in blue trunks, and two daughters (one held on his hip, one standing in front)",Beach portrait late in the third pregnancy,Family growth; Becoming parents; Vacations; Family of four,7,8,9,7,8,HERO,"The clearest 'family of four, about to be five' frame in the batch: the bump is unmistakable and both older girls are in the shot. A natural hinge point in the documentary."
